Name,Price,URL
200x Artvigil (Armodafinil) 150mg EXPRESS,USD 228.55,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=914
Winstrol (Stanozolol),USD 61.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=929
BUY BEST QUALITY HEROIN,USD 20.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1451
BUY BEST QUALITY OXYCONTIN 80MG,USD 12.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1439
"1000 Actavis R039 Yellow ""Busses"" 3mg from Canada",USD 730.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=717
BEST QUALITY OXYCODONE 30MG A215,USD 9.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1422
Oxycodone 10mg (C230) (Out In Stock),USD 21.95,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=973
"2500 Actavis R039 Yellow ""Busses"" 3mg from Canada",USD 1475.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=719
"500 Actavis R039 Yellow ""Busses"" 3mg from Canada",USD 420.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=716
****!!50 3mg V-2090**** RARE XANAX!!QUICK SHIPPING,USD 125.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1524
500G AMPHETAMINE SPEED 99% PURE HIGH QUALITY ★ BEST PRICE ★,USD 30.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1431
Testosterone E 300mg/ml ( Testosterone Enanthate ),USD 48.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1117
Promatheizne w Codeine (Hi Tech) 200ml (Back In Stock),USD 1450.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=984
Boldenone Undecylenate (Equipoise) 300mg/ml x 10ml,USD 45.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=935
1000 Pfizer Xanax X2 3mg from Canada,USD 750.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=729
500 Pfizer Xanax X2 3mg from Canada,USD 420.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=728
2000 Pfizer Xanax X2 3mg from Canada,USD 1300.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=726
"1000 Dava S903 Green ""Hulks"" 3mg from Canada",USD 730.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=722
"500 Dava S903 Green ""Hulks"" 3mg from Canada",USD 450.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=721
"100% FREE BONUS!! Pay for 500, get 1000 Actavis R039 Yellow ""Busses""2mg from Canada",USD 450.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=713
3.0g MDMA High Quality Molly,USD 32.61,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1838
2.0g 95 % Crack Cocain Perfect cooked with original Bicarbonat,USD 141.29,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1835
50 Pills Adderall 30mg (IR/XR),USD 250.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1619
2 gr - HQ AMSTERDAM BUBBLEGUM <3 (with TRACK),USD 30.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1594
5 gr - Super Amnesia Pollen Hash A+++ (with TRACK),USD 60.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1584
★ 5x - 75x BEAST MODE XTC PILLS 220MG MDMA HQ ★ BEST PRICE ★,USD 1.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1164
★ 500G AMPHETAMINE SPEED 78% PURE HIGH QUALITY ★ BEST PRICE ★,USD 366.85,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1141
Tren A 100mg/ml ( Trenbolone Acetate),USD 40.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1121
Test C 300mg/ml ( Testosterone Cypionte),USD 36.50,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1120
Deca 300mg/ml ( Deca Durabolin ),USD 37.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1118
Deca Durabolin  300mg/ml.,USD 65.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=932
"2500 Dava S903 Green ""Hulks"" 3mg from Canada",USD 1475.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=725
"2000 Dava S903 Green ""Hulks"" 3mg from Canada",USD 1300.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=724
"K2 Paper, Jail Paper",USD 300.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1843
5.0 g Marijuhana Haze aus Spanien oder Amsterdam 16-21% THC,USD 48.93,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1842
1.5g Marijuhana Haze aus Spanien oder Amsterdam 16-21% THC,USD 14.67,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1840
4.0g 95 % Crack Cocain Perfect cooked with original Bicarbonat,USD 282.58,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1836
1.0g 95 % Crack Cocain Perfect cooked with original Bicarbonat,USD 70.64,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1834
3.0g 85 % High Quality Cocaine Kolumbien & Peru Fishscale,USD 179.33,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1833
60 Pills Adderall 30mg (IR or XR),USD 240.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1830
Speed - Amfetamin - 5 Gram,USD 225.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1829
Speed - Amfetamin 1 Gram,USD 50.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1828
CALI BUD OR NO BUD! GELATO PREMO -->CONTROLLED LIGHT-DEPS --> UNLIMITED FIRE,USD 1650.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1827
Xanor 2Mg 10stk (bikkjebein - Norske),USD 70.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1826
Xanor 2Mg 5stk (bikkjebein - Norske),USD 40.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1825
Xanor 2Mg 1 1stk (bikkjebein - Norske),USD 11.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1824
Heroin 0.5 Gram TOP QUALITY - STRONG TURKISH HEROIN —NORWAY,USD 105.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1822
Heroin 1 Gram TOP QUALITY - STRONG TURKISH HEROIN  — NORWAY,USD 200.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1821
Dolcontin/Malfin 100Mg - 10stk — NORWAY,USD 300.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1820
Dolcontin/Malfin 100Mg - 5stk — NORWAY,USD 165.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1819
Dolcontin/Malfin 100Mg - 1stk — NORWAY,USD 40.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1818
Subutex (buprenorphine) 1stk — NORWAY,USD 55.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1817
Oxycontine 60mg 1stk — NORWAY,USD 55.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1816
Oxycontine 60mg 5stk —NORWAY,USD 230.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1815
10 gr - Godfather OG Indoor Indica Hybrid Weed / Marijuana,USD 100.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1814
Oxycontine 60mg 10stk — NORWAY,USD 415.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1810
Lyrica 300mg(Pfizer) 5stk — NORWAY,USD 75.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1809
Lyrica 300mg(Pfizer) 10stk — NORWAY,USD 130.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1808
Lyrica 300mg(Pfizer) 1 Full pakke 56stk — NORWAY,USD 650.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1807
Quetiapin (serequel) 100mg 1stk,USD 4.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1806
Quetiapin (serequel) 100mg 5stk — NORWAY,USD 15.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1805
Serequel 100Mg 10 stk,USD 32.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1804
"Sample Packet 2x100ug, 2x150ug, 2x200ug (99.6% LSD)",USD 25.17,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1803
10 GRAM OF A+ UNCUT COKE,USD 400.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1802
5 GRAM OF A+ UNCUT COKE,USD 225.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1801
1 GRAM OF A+ UNCUT COKE,USD 55.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1800
Super Quality 50 Tabs LSD ACID ($150),USD 200.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1799
BUY 500 PILLS XANAX 2MG,USD 450.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1796
"20 Dank vapes carts,Heavyhitters 1g,Mario carts",USD 250.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1795
1KG AFGHAN HASH/ USA/EUROPE,USD 1000.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1792
ORDER KETAMINE POWDER HIGH PURITY LEVEL,USD 500.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1791
ORDER  NEMBUTAL POWDER 98.6%  LAP TEST RESULT  20 grams 500usd,USD 500.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1790
20 GRAMS OF PURE APVP CRYSTALS 500USD,USD 500.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1789
ALPRAZOLAM   POWDER HIGH PURITY,USD 1500.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1788
ORDER 99.9% PURITY LEVEL FENTANYL POWDER,USD 1500.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1787
ORDER 99.9% PURITY LEVEL FENTANYL POWDER,USD 3000.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1786
1/2 Pound Envy Penis Shroom,USD 5.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1784
2mg Xanax Available in bulk,USD 5.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1783
a-PVP Crystal X 100g,USD 4000.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1780
a-PVP Crystal X 100g,USD 900.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1779
Buy 14-Cinnamoyloxycodeinone,USD 4500.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1778
LEMON HAZE 1LB,USD 2700.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1774
LEMON HAZE 1LB,USD 2700.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1773
LEMON HAZE 1 LB,USD 2600.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1772
PURE QUALITY mexican fishscale COCAINE 92% PURE,USD 1200.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1769
OP QUALITY HEROIN,USD 1500.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1759
PURE COKE FISH SCALE AND POWDER,USD 2000.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1758
50 Tabs of LSD-acid (blostters) 300ug,USD 200.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1757
Buy 100 pills of Adderall 30mg,USD 250.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1756
Marijuana Wedding Cake (Birthday Cake) Strain,USD 150.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1755
Buy Quality Cry-stal Meth 1ounce =$200,USD 200.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1754
Best Quality MOONROCKS With High THC (1Pound $700),USD 700.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1753
TEACHER GAZE LSD BLOTTERS(50tabs),USD 5.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1752
Order Adderall 30mg,USD 10.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1751
Buy percocet 10mg,USD 10.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1750
Order diskette methadone(10 and 40mg),USD 10.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1749
"Order 100 pills xanax (Green,YelloW and White",USD 3.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1748
Order opana 40mg,USD 10.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1747
Order tramadol 225/250mg,USD 3.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1746
"Affordable MDMA pills(200mg,225mg and 250mg)",USD 10.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1744
Order morphine vials 50mg/ml,USD 40.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1743
Order suboxone 8mg strips,USD 10.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1741
Order subutex 8mg,USD 10.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1740
Ketamine HCL,USD 25.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1736
Ketamine Powder,USD 15.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1735
Methadone  40mg,USD 10.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1734
Opana 40mg,USD 10.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1733
Crystal Meth,USD 15.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1731
Roxicodone 30mg,USD 10.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1730
Medusa hybrid STRAIN,USD 15.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1729
Adderall 30mg,USD 10.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1728
Percocet 10/325mg,USD 10.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1727
Ritalin 20mg,USD 8.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1726
Oxycontine 80mg,USD 10.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1725
Rohypnol (Flunitrazepam) powder,USD 15.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1724
"white, green, yelow Xanax",USD 3.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1723
Fentanyl HCL Nasal spray(2500mcg/ml,USD 15.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1722
Colombian Flakes Cocaine,USD 15.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1721
Oxycodone M/A215 30mg,USD 8.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1720
Fishscale Peruvian Cocaine Uncut(15$g),USD 15.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1719
Order oxycodone 30mg(A215 pharmacy grades),USD 10.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1718
Buy fentanyl patch 100mcg/hr,USD 30.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1717
Order xanax powder 98% purity,USD 20.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1716
order oxycodone powder 98% purity,USD 20.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1715
Buy ketamine powder 96% purity,USD 20.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1714
Order old rock form Apvp crystals 98% purity,USD 30.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1713
Pfizer Lyrica 75mg X 56 Tablets.,USD 25.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1711
25 Pills Percocet 10mg/325mg,USD 200.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1710
Pfizer Lyrica 50mg X 56 Tablets.,USD 33.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1709
50 Tabs LSD Blostters 220ug,USD 200.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1708
Pfizer Lyrica 25mg X 56 Tablets.,USD 20.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1707
30 Vials of Liquid Ketamine 500mg/10ml,USD 300.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1706
30 Pills Oxycodone 30mg(A215/M30),USD 210.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1705
2mg XANAX BARS(100PILLS FOR $200),USD 200.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1704
4G COLOMBIAN  COCAINE,USD 240.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1703
Colombian Cocaine Fish Scale- Pure uncut from the Brick US-US-WW 100G 3600$,USD 3600.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1702
Colombian Cocaine Fish Scale- Pure uncut from the Brick US-US-WW 50G 1850$,USD 1850.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1701
Colombian Cocaine Fish Scale- Pure uncut from the Brick US-US-WW 20G 750$,USD 750.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1700
330ug LSD Blotters,USD 300.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1699
Colombian Cocaine FISH SCALE- Pure uncut from the Brick US-US-WW 10G 380$,USD 380.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1698
Colombian Cocaine - Pure uncut from the Brick US-US-WW 5G 195$,USD 195.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1696
Pschedelic Mushroom (1lbs),USD 700.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1695
1 Gram Colombian Cocaine - Pure uncut from the Brick US-US-WW 1G 39$,USD 39.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1694
25g Ketamine s-Isomer 99.96% pure,USD 600.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1693
"U-47700 U4, pink x 100g",USD 1500.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1689
1/2 LB CASEY JONES,USD 800.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1688
GOOD QUALITY ICE 8GRAMS,USD 1000.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1687
GOOD QUALITY ICE 8GRAMS,USD 999.98,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1686
Mexedrone Crystals 100g,USD 1700.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1685
Press Lemon Haze Hashish,USD 1000.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1683
A-Oil 3000ML TOP Quality AMPHETAMINE,USD 6200.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1679
HDEP-28 100G,USD 1200.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1678
CAYMANUBS 100GRAMS,USD 1000.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1676
Clonazolam powder 120G,USD 1500.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1675
Formetorex N-formylamphetamine A-oil,USD 2000.00,http://elite6c3wh756biv7v2fyhnoitizvl2gmoisq7xgmp2b2c5ryicottyd.onion/offer.php?id=1673
